Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-April-2016,1315.0,1334.65,1303.55,1323.65,1317.4562043151234,113276,3893,149236169.0,59631.0,52.64,31.1,8.65
25-April-2016,1326.0,1333.0,1316.65,1326.85,1325.825132025321,28593,2042,37909318.0,6860.0,23.99,16.35,0.85
26-April-2016,1330.0,1364.0,1329.55,1355.05,1346.041800254068,148779,5885,200262753.0,84378.0,56.71,34.45,25.05
27-April-2016,1344.0,1388.95,1344.0,1384.8,1371.7602267636212,58034,3157,79608733.0,14978.0,25.81,44.95,40.8
28-April-2016,1385.0,1396.45,1340.0,1343.35,1347.4633368799964,245301,4045,330534104.0,13138.0,5.36,56.45,-41.65
29-April-2016,1344.9,1349.9,1319.95,1331.75,1331.3160521467387,42879,2581,57085501.0,4602.0,10.73,29.95,-13.15
02-May-2016,1334.95,1345.5,1312.4,1335.75,1333.4117740779095,37659,2294,50214954.0,4924.0,13.08,33.1,0.8
03-May-2016,1338.0,1352.0,1318.35,1325.85,1333.9693599209895,42526,2754,56728381.0,8747.0,20.57,33.65,-12.15
04-May-2016,1314.0,1329.35,1307.3,1318.45,1319.239360487248,26270,1779,34656418.0,4900.0,18.65,22.05,4.45
05-May-2016,1330.0,1330.0,1307.7,1320.65,1316.5799294514595,39122,2353,51507240.0,7060.0,18.05,22.3,-9.35
06-May-2016,1325.0,1332.5,1306.5,1327.75,1321.802069051477,32092,2141,42419272.0,8108.0,25.26,26.0,2.75
09-May-2016,1335.0,1357.0,1330.5,1349.45,1348.1385560675885,39060,2310,52658292.0,16215.0,41.51,26.5,14.45
10-May-2016,1351.4,1352.95,1333.0,1350.4,1344.2595229357796,27250,1841,36631072.0,7298.0,26.78,19.95,-1.0
11-May-2016,1340.0,1353.95,1315.05,1346.15,1340.664945109133,38531,2237,51657161.0,2303.0,5.98,38.9,6.15
12-May-2016,1353.0,1363.85,1330.5,1331.8,1335.1987178770635,178922,2601,238896425.0,145328.0,81.22,33.35,-21.2
13-May-2016,1332.0,1332.0,1303.0,1313.1,1312.914269710125,35705,2277,46877604.0,6761.0,18.94,29.0,-18.9
16-May-2016,1313.0,1321.0,1306.0,1318.3,1315.2144442934168,22071,1503,29028098.0,3919.0,17.76,15.0,5.3
17-May-2016,1328.8,1351.0,1320.0,1341.4,1337.523175564362,44918,2377,60078866.0,11405.0,25.39,31.0,12.6
18-May-2016,1341.95,1342.0,1312.25,1320.1,1321.036036455213,343874,2814,454269946.0,303815.0,88.35,29.75,-21.85
19-May-2016,1321.5,1328.0,1305.65,1309.35,1320.6838975159942,66586,1494,87939058.0,43232.0,64.93,22.35,-12.15
20-May-2016,1315.8,1322.4,1290.0,1294.05,1308.6297021653975,27062,1792,35414137.0,5899.0,21.8,32.4,-21.75
23-May-2016,1300.2,1301.0,1279.5,1286.35,1290.9592895224848,34512,2057,44553587.0,4464.0,12.93,21.5,-13.85
24-May-2016,1272.5,1303.55,1261.05,1296.25,1287.9312269733168,35828,2285,46144000.0,8495.0,23.71,42.5,23.75
25-May-2016,1297.1,1318.0,1297.1,1312.15,1304.15497844601,190220,2673,248076360.0,139794.0,73.49,20.9,15.05
26-May-2016,1312.5,1343.0,1307.0,1337.1,1325.3996153379176,362396,6221,480319519.0,227397.0,62.75,36.0,24.6
27-May-2016,1339.1,1361.95,1326.9,1335.15,1337.9730787498813,105270,3815,140848426.0,31760.0,30.17,35.05,-3.95
30-May-2016,1340.0,1351.2,1314.1,1331.8,1333.1993329122915,253340,10974,337752719.0,58585.0,23.13,37.1,-8.2
31-May-2016,1338.3,1344.0,1316.4,1324.7,1327.0123860674234,57161,3492,75853355.0,10513.0,18.39,27.6,-13.6
01-June-2016,1331.0,1349.7,1326.0,1333.85,1337.3346841849507,109067,5401,145859082.0,41790.0,38.32,23.7,2.85
02-June-2016,1346.8,1346.8,1329.55,1332.7,1335.9389212968706,72513,2953,96872939.0,28338.0,39.08,17.25,-14.1
03-June-2016,1343.0,1359.25,1342.0,1353.45,1351.5545570568593,265621,7371,359001273.0,173040.0,65.15,17.25,10.45
06-June-2016,1358.0,1386.4,1358.0,1369.6,1374.2934094846948,77915,3760,107078071.0,34523.0,44.31,28.4,11.6
07-June-2016,1375.0,1386.5,1372.3,1377.85,1380.6335579934735,60981,3304,84192415.0,28260.0,46.34,14.2,2.85
08-June-2016,1380.0,1397.0,1380.0,1384.7,1386.0449736206908,104817,3875,145281076.0,51770.0,49.39,17.0,4.7
09-June-2016,1385.15,1392.75,1365.0,1376.65,1383.026832113692,113148,6585,156486720.0,50318.0,44.47,27.75,-8.5
10-June-2016,1371.0,1404.5,1363.75,1374.6,1384.861537345377,220536,7944,305411824.0,113338.0,51.39,40.75,3.6
13-June-2016,1367.0,1377.0,1337.55,1357.3,1360.5424850823088,119489,2592,162569861.0,66936.0,56.02,39.45,-9.7
14-June-2016,1367.0,1367.0,1349.25,1355.4,1356.889649311147,67068,3307,91003875.0,33808.0,50.41,17.75,-11.6
15-June-2016,1357.5,1366.0,1350.5,1354.6,1355.4358737947525,127982,2982,173471394.0,83415.0,65.18,15.5,-2.9
